Names,links,Image,Description
Had doubts if I'd ever play for India again: Mohammed Shami,https://timesofindia.indiatimes.com/sports/cricket/icc-champions-trophy-2025/had-doubts-if-id-ever-play-for-india-again-mohammed-shami/articleshow/118409315.cms,https://static.toiimg.com/photo/83033472.cms,Measles outbreak in Texas and New Mexico intensifies: Symptoms and severe complications to watch out for
Jerk Fox,https://timesofindia.indiatimes.com/sports/nfl/news/arrogant-jerk-fox-news-analyst-thrashed-travis-kelce-for-pushing-andy-reid-in-last-years-super-bowl/articleshow/118391465.cms,,Love wearing your favourite lipstick? It might lead to THESE dangerous diseases!
Josh Allen,https://timesofindia.indiatimes.com/sports/nfl/news/in-a-viral-video-josh-allens-fiance-hailee-steinfeld-just-cooked-the-afc-eastand-bills-fans-are-loving-it/articleshow/118398414.cms,,Relationship
Patrick Mahomes,https://timesofindia.indiatimes.com/sports/nfl/news/seven-chilean-nationals-charged-in-burglaries-of-patrick-mahomes-travis-kelce-and-joe-burrows-homes/articleshow/118397976.cms,,10 best quotes on relationships by Sudha Murty
Jimmy Butler,https://timesofindia.indiatimes.com/sports/nba/top-stories/nba-buyout-rumors-golden-state-warriors-could-potentially-sign-4-million-ex-nba-star-to-support-jimmy-butler-and-stephen-curry-and-bolster-the-squad/articleshow/118401330.cms,,Personality Test: Your foot arch reveals if you are grounded or a free spirit
Luka Doncic,https://timesofindia.indiatimes.com/sports/nba/top-stories/nba-buyout-rumors-los-angeles-lakers-might-want-to-bag-euroleague-real-madrid-rookie-to-support-lebron-james-and-luka-doncics-championship-push/articleshow/118401106.cms,,Food
Trending,https://timesofindia.indiatimes.com/etimes/trending,,How a simple breakfast of egg and bread helped this 24 year old girl save Rs 83 Lakh
Job seeker’s rejection email fail is the funniest thing on the internet right now!,https://timesofindia.indiatimes.com/etimes/trending/job-seekers-rejection-email-fail-is-the-funniest-thing-on-the-internet-right-now/articleshow/118419823.cms,https://static.toiimg.com/photo/83033472.cms,How to make South Indian Appe with dosa batter for breakfast
Anand Mahindra shares video on mobile phone evolution and questions its future: “Implants in our brains?”,https://timesofindia.indiatimes.com/etimes/trending/anand-mahindra-shares-video-on-mobile-phone-evolution-and-questions-its-future-implants-in-our-brains/articleshow/118418449.cms,https://static.toiimg.com/photo/83033472.cms,Beauty
Police nab ATM scammer with Rs. 17.9 Lakh; find out where the money went,https://timesofindia.indiatimes.com/etimes/trending/police-nab-atm-scammer-with-rs-17-9-lakh-find-out-where-the-money-went/articleshow/118416883.cms,https://static.toiimg.com/photo/83033472.cms,'Mrs.' actress Sanya Malhotra's curly hair routine revealed
Teen dies after self-injecting butterfly remains; here's what happened,https://timesofindia.indiatimes.com/etimes/trending/teen-dies-after-self-injecting-butterfly-remains-heres-what-happened/articleshow/118411286.cms,https://static.toiimg.com/photo/83033472.cms,Can Henna or Mehendi increase hair growth?
IITian Baba's 10th and 12th mark-sheet goes viral: Know how he academically performed,https://timesofindia.indiatimes.com/etimes/trending/iitian-babas-10th-and-12th-mark-sheet-goes-viral-know-how-he-academically-performed/articleshow/118406403.cms,https://static.toiimg.com/photo/83033472.cms,Parenting
12​11 mysteries on the Earth that remain unsolved​,https://timesofindia.indiatimes.com/etimes/trending/11-mysteries-on-the-earth-that-remain-unsolved/photostory/118407009.cms,https://static.toiimg.com/photo/83033472.cms,10 morning habits successful kids are encouraged to follow
Visual Stories,https://timesofindia.indiatimes.com/etimes/web-stories,,Baby names inspired by Shreenathji
10 quotes to inspire and motivate youLifestyle,https://timesofindia.indiatimes.com/life-style/relationships/web-stories/10-quotes-to-inspire-and-motivate-you/photostory/118394298.cms,https://static.toiimg.com/photo/87458172.cms,Books
10 health benefits of chewing cloves dailyLifestyle,https://timesofindia.indiatimes.com/life-style/health-fitness/web-stories/10-health-benefits-of-chewing-cloves-daily/photostory/118346644.cms,https://static.toiimg.com/photo/87458172.cms,8 most important lessons to take from the Bhagwad Gita
10 things parents should never do in the morning before sending kids to schoolLifestyle,https://timesofindia.indiatimes.com/life-style/parenting/web-stories/10-things-parents-should-never-do-in-the-morning-before-sending-kids-to-school/photostory/118364332.cms,https://static.toiimg.com/photo/87458172.cms,10 timeless lines from Mirza Ghalib's shayaris
10 powerful ways to detox and reset your mindLifestyle,https://timesofindia.indiatimes.com/life-style/relationships/web-stories/10-powerful-ways-to-detox-and-reset-your-mind/photostory/118346633.cms,https://static.toiimg.com/photo/87458172.cms,Videos
10 birds that eat meat and other animalsLifestyle,https://timesofindia.indiatimes.com/life-style/spotlight/web-stories/10-birds-that-eat-meat-and-other-animals/photostory/118355606.cms,https://static.toiimg.com/photo/87458172.cms,"Control Your Senses, Gain Knowledge, Attain Peace: Bhagavad Gita, Chapter 4.39"
10 exotic animals to spot inside Kashmir's Dachigam National ParkTravel,https://timesofindia.indiatimes.com/travel/web-stories/10-exotic-animals-to-spot-inside-kashmirs-dachigam-national-park/photostory/118348257.cms,https://static.toiimg.com/photo/87458172.cms,Cultural Clashes in Love: How To Make Your Relationship Work
How to make South Indian Paneer Butter Masala Dosa for breakfastFood,https://recipes.timesofindia.com/web-stories/how-to-make-south-indian-paneer-butter-masala-dosa-for-breakfast/photostory/118374740.cms,https://static.toiimg.com/photo/87458172.cms,More
​10 ancient animals that still existLifestyle,https://timesofindia.indiatimes.com/life-style/spotlight/web-stories/10-ancient-animals-that-still-exist-today/photostory/118323962.cms,https://static.toiimg.com/photo/87458172.cms,How to grow Cherry tomatoes in the balcony in under 90 days
Astrology,https://timesofindia.indiatimes.com/astrology,,10 birds that are blue in colour
The Worst Planet for a Vacation – Where Even Travel Insurance Won’t Help,https://timesofindia.indiatimes.com/astrology/planets-transits/the-worst-planet-for-a-vacation-where-even-travel-insurance-wont-help/articleshow/118388847.cms,https://static.toiimg.com/photo/83033472.cms,Elon Musk
"Daily Muhurat Update (February 20, 2025): Tithi, Festivals, Auspicious Yogas, Rahu Kaal for New York City",https://timesofindia.indiatimes.com/astrology/panchang/daily-muhurat-update-february-20-2025-tithi-festivals-auspicious-yogas-rahu-kaal-for-new-york-city/articleshow/118387650.cms,,Creatine Benefits
Which Zodiac Would Have the Best Theme Park?,https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/which-zodiac-would-have-the-best-theme-park/articleshow/118388502.cms,,Sanya Malhotra
"Beyond swipes: 5 Zodiac signs that crave deep, real-life love",https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/beyond-swipes-5-zodiac-signs-that-crave-deep-real-life-love/articleshow/118412601.cms,,Mahashivratri 2025
"Love & Dating Horoscope for February 20, 2025",https://timesofindia.indiatimes.com/astrology/horoscope/love-dating-horoscope-for-february-20-2025/articleshow/118387604.cms,,Bhagwad Gita Lessons
Which Zodiac Would Have the Most Aesthetic Instagram Feed?,https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/which-zodiac-would-have-the-most-aesthetic-instagram-feed/articleshow/118388428.cms,,
Best Husbands by Date of Birth – Because the Stars Have a Type,https://timesofindia.indiatimes.com/astrology/numerology-tarot/best-husbands-by-date-of-birth-because-the-stars-have-a-type/articleshow/118388790.cms,,NRI
"Horoscope Tomorrow, February 21, 2025: Your zodiac insights await",https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-tomorrow-february-21-2025-your-zodiac-insights-await/articleshow/118393926.cms,,'India belongs to England': UK man racially abuses Indian-origin woman on train; see video
7 Things to Absolutely Avoid During Shivratri – Unless Chaos is the Goal,https://timesofindia.indiatimes.com/astrology/others/7-things-to-absolutely-avoid-during-shivratri-unless-chaos-is-the-goal/articleshow/118388605.cms,,Indian-origin man sentenced for killing 2 teens in New York crash
"Daily Muhurat Update (February 20, 2025): Tithi, Festivals, Auspicious Yogas, Rahu Kaal for Los Angeles",https://timesofindia.indiatimes.com/astrology/panchang/daily-muhurat-update-february-20-2025-tithi-festivals-auspicious-yogas-rahu-kaal-for-los-angeles/articleshow/118387657.cms,,"Now, Australia cracks down on Indian students breaking rules on work"
From swipes to soulmates: 5 Zodiac signs that shine in online dating,https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/from-swipes-to-soulmates-5-zodiac-signs-that-shine-in-online-dating/articleshow/118411064.cms,https://static.toiimg.com/photo/83033472.cms,Elon Musk's DOGE member who wanted to 'normalize Indian hate' resigns after racist posts resurface
"If Planets Were Yoga Instructors, Who Would Be the Most Annoying?",https://timesofindia.indiatimes.com/astrology/planets-transits/if-planets-were-yoga-instructors-who-would-be-the-most-annoying/articleshow/118388341.cms,https://static.toiimg.com/photo/83033472.cms,"'Saw one die, another drown': Indians deported from US recall ‘donkey’ route ordeal"
"Horoscope Today: Astrological Predictions for February 20, 2025",https://timesofindia.indiatimes.com/astrology/horoscope/horoscope-today-astrological-predictions-for-february-20-2025/articleshow/118387612.cms,https://static.toiimg.com/photo/83033472.cms,Singapore: Indian-origin opposition leader found guilty of giving false testimony
5 Zodiac Sign Men Who Bring Unmatched Luck to Their Wives,https://timesofindia.indiatimes.com/astrology/zodiacs-astrology/5-zodiac-sign-men-who-bring-unmatched-luck-to-their-wives/articleshow/118396165.cms,https://static.toiimg.com/photo/83033472.cms,Worried about your immigration status? Get advice from experts in US immigration laws
US News,https://timesofindia.indiatimes.com/world/us,,Sikh advocacy group in US working to ensure due legal process for asylum seekers from India
Delta's offer of $30k to each passenger of crash-landing flight creates row: 'Are they trying to hide pilots' identity?',https://timesofindia.indiatimes.com/world/us/deltas-offer-of-30k-to-each-passenger-of-crash-landing-flight-creates-row-are-they-trying-to-hide-pilots-identity/articleshow/118419861.cms,https://static.toiimg.com/photo/83033472.cms,Sikh leader Sukhi Chahal congratulates Tulsi Gabbard on US Senate confirmation as director of national intelligence
Donald Trump wants his new Air Force One jets fast: ‘Boeing's been building this thing forever’,https://timesofindia.indiatimes.com/world/us/donald-trump-wants-his-new-air-force-one-jets-fast-boeings-been-building-this-thing-forever/articleshow/118407441.cms,,
Who is Leland Dudek? Pro-DOGE ‘anti-fraud expert’ takes over as SSA chief after Michelle King’s exit,https://timesofindia.indiatimes.com/world/us/who-is-leland-dudek-pro-doge-anti-fraud-expert-takes-over-as-ssa-chief-after-michelle-kings-exit/articleshow/118404751.cms,,Tech
'Guess they were trying to get somebody else elected: Donald Trump on $21m fund for India,https://timesofindia.indiatimes.com/world/us/we-have-got-to-tell-indian-government-donald-trump-questions-21-million-us-fund-for-voter-turnout-in-india/articleshow/118403999.cms,,Garena Free Fire Max Codes
California judge shoots wife during argument while watching 'Breaking Bad',https://timesofindia.indiatimes.com/world/us/california-judge-shoots-wife-during-argument-while-watching-breaking-bad/articleshow/118403215.cms,,Wordle Today
Elon Musk 'misinterprets' Social Security data; Experts say millions of dead not receiving benefits,https://timesofindia.indiatimes.com/world/us/elon-musk-misinterprets-social-security-data-experts-say-millions-of-dead-not-receiving-benefits/articleshow/118402288.cms,,NYT Strands
'He did this while kids were dying': Elon Musk slams Zelenskyy over wartime Vogue photoshoot,https://timesofindia.indiatimes.com/world/us/he-did-this-while-kids-were-dying-elon-musk-slams-zelenskyy-over-wartime-vogue-photoshoot/articleshow/118408507.cms,,NYT Connections
"Steve Bannon calls Elon Musk a ‘parasitic illegal immigrant’, escalates criticism and questions his influence in the US Government",https://timesofindia.indiatimes.com/world/us/steve-bannon-calls-elon-musk-a-parasitic-illegal-immigrant-escalates-criticism-and-questions-his-influence-in-the-us-government/articleshow/118411667.cms,,Mini Crossword
Mindy Kaling’s star on Hollywood Walk of Fame being celebrated by Indian-Americans in entertainment sector,https://timesofindia.indiatimes.com/world/us/mindy-kalings-star-on-hollywood-walk-of-fame-being-celebrated-by-indian-americans-in-entertainment-sector/articleshow/118410627.cms,,
How FBI lead Kash Patel stands to make millions from Shein the Chinese company,https://timesofindia.indiatimes.com/world/us/how-kash-patel-stands-to-make-millions-from-shein-the-chinese-company/articleshow/118407879.cms,,
Business,https://timesofindia.indiatimes.com/business,,
Delhi to Mumbai in 12 hours? Delhi-Mumbai Expressway completion delayed by 2 years - here's why,https://timesofindia.indiatimes.com/business/india-business/delhi-to-mumbai-in-12-hours-delhi-mumbai-expressway-completion-delayed-by-2-years-heres-why/articleshow/118408759.cms,https://static.toiimg.com/photo/83033472.cms,
"Stock market today: BSE Sensex opens over 300 points down; Nifty50 below 22,900",https://timesofindia.indiatimes.com/business/india-business/stock-market-today-bse-sensex-nifty50-february-20-dalal-street-indian-equities-global-markets/articleshow/118403693.cms,,
GenNext less focused on building companies: Uday Kotak,https://timesofindia.indiatimes.com/business/india-business/gennext-less-focused-on-building-cos-uday-kotak/articleshow/118399347.cms,,
Automobiles on government's list for trade talks with US,https://timesofindia.indiatimes.com/business/india-business/automobiles-on-governments-list-for-trade-talks-with-us/articleshow/118399042.cms,,
Irdai forms committee to review Insurance Act,https://timesofindia.indiatimes.com/business/india-business/irdai-forms-committee-to-review-insurance-act/articleshow/118399282.cms,,
